,codipreg,pregunta,pregunta_mask,x,y,cluster
722,446,¿Cómo me afecta... el Impuesto Automotor en 2023?,[MISC] me afecta... el [MISC] en 2023?,7.6035447,13.051061,-1
723,447,¿Cuál es la brecha fiscal en... la recaudación de Automotor en función de el tipo de cambio real para el período 2022-2025?,[LOC] es la brecha fiscal en... la recaudación de [PER] en función de el tipo de cambio real para el período 2022-2025?,-1.7770363,7.9088745,24
724,448,Medir la eficiencia administrativa de... la recaudación de Inmobiliario en función de la actividad económica para el período 2022-2025?,Medir la eficiencia administrativa de... la recaudación de [PER] en función de la actividad económica para el período 2022-2025?,5.0885634,2.0391972,24
725,449,Mi boleta de... mis impuestos en 2020?,Mi boleta de... mis impuestos en 2020?,0.018137302,-2.593963,-1
726,450,Analizar la elasticidad de... la recaudación de Inmobiliario en función de la política de alícuotas para el período 2022-2025?,[LOC] la elasticidad de... la recaudación de [PER] en función de la política de alícuotas para el período 2022-2025?,4.052533,7.280925,24
727,451,¿Cómo se calcula el... el Impuesto Automotor en 2022?,[LOC] se calcula el... el [MISC] en 2022?,5.4109263,10.361359,21
728,452,¿Cómo me afecta... mis impuestos en 2025?,[MISC] me afecta... mis impuestos en 2025?,0.22099732,-2.827027,22
729,453,¿Hay descuentos para... mis impuestos en 2023?,[MISC] descuentos para... mis impuestos en 2023?,0.36151245,-2.2968493,22
730,454,¿Qué beneficios tengo por pagar a tiempo... mis impuestos en 2020?,¿Qué beneficios tengo por pagar a tiempo... mis impuestos en 2020?,2.3673317,-9.348493,-1
731,455,Mi boleta de... la suba de impuestos en 2022?,Mi boleta de... la suba de impuestos en 2022?,0.031605165,-2.6110733,22
732,456,¿Cuál es el multiplicador fiscal de... la recaudación de Inmobiliario en función de el tipo de cambio real para el período 2022-2025?,[LOC] es el multiplicador fiscal de... la recaudación de [PER] en función de el tipo de cambio real para el período 2022-2025?,-2.1495883,8.317508,24
733,457,Entendiendo el... la suba de impuestos en 2024?,Entendiendo el... la suba de impuestos en 2024?,-0.03487872,-1.8605711,22
734,458,El debate sobre... el sistema SUATS?,El debate sobre... el sistema [ORG]?,1.6026651,5.798187,-1
735,459,Entendiendo el... los planes de pago en 2020?,Entendiendo el... los planes de pago en 2020?,12.658853,9.629563,-1
736,460,¿Cuál es el multiplicador fiscal de... la recaudación de Automotor en función de la actualización catastral para el período 2022-2025?,[LOC] es el multiplicador fiscal de... la recaudación de [PER] en función de la actualización catastral para el período 2022-2025?,-2.17542,8.344337,24
737,461,Entendiendo el... los planes de pago en 2023?,Entendiendo el... los planes de pago en 2023?,12.672886,9.621675,29
738,462,Propuesta de reforma para... la caída de Ingresos Brutos?,Propuesta de reforma para... la caída de [MISC]?,1.411636,5.804687,-1
739,463,¿Por qué tengo que pagar tanto por... mis impuestos en 2022?,¿Por qué tengo que pagar tanto por... mis impuestos en 2022?,-0.1378177,-2.8237047,-1
740,464,¿Es fácil pagar online... los planes de pago en 2020?,¿Es fácil pagar online... los planes de pago en 2020?,2.614458,-2.5568116,-1
741,465,Entendiendo el... los planes de pago en 2024?,Entendiendo el... los planes de pago en 2024?,12.689342,9.602938,29
742,466,¿Qué beneficios tengo por pagar a tiempo... el Impuesto de Sellos en 2023?,¿Qué beneficios tengo por pagar a tiempo... el [LOC] en 2023?,2.1170685,-9.628726,-1
743,467,Analizar la elasticidad de... la recaudación de Sellos en función de la política de alícuotas para el período 2022-2025?,[LOC] la elasticidad de... la recaudación de [LOC] en función de la política de alícuotas para el período 2022-2025?,4.084153,7.2489157,24
744,468,¿Cómo ha evolucionado el federalismo fiscal fractal en... la recaudación de Inmobiliario en función de la inflación para el período 2022-2025?,[MISC] ha evolucionado el federalismo fiscal fractal en... la recaudación de [PER] en función de la inflación para el período 2022-2025?,0.47375232,6.097777,24
745,469,¿Por qué tengo que pagar tanto por... la suba de impuestos en 2025?,¿Por qué tengo que pagar tanto por... la suba de impuestos en 2025?,-0.16955775,-2.8408523,-1
746,470,¿Qué beneficios tengo por pagar a tiempo... el Impuesto Inmobiliario en 2022?,¿Qué beneficios tengo por pagar a tiempo... el [LOC] en 2022?,2.1138875,-9.6320305,-1
747,471,¿Dónde puedo pagar... los planes de pago en 2025?,¿Dónde puedo pagar... los planes de pago en 2025?,15.411847,11.046823,27
748,472,Mi boleta de... el Impuesto Inmobiliario en 2022?,Mi boleta de... el [LOC] en 2022?,14.413988,10.2859745,-1
749,473,Propuesta de reforma para... la dependencia de los fondos nacionales?,Propuesta de reforma para... la dependencia de los fondos nacionales?,-0.45612255,5.639523,-1
750,474,Evaluar la progresividad del... la recaudación de Sellos en función de el tipo de cambio real para el período 2022-2025?,Evaluar la progresividad del... la recaudación de [LOC] en función de el tipo de cambio real para el período 2022-2025?,0.29154283,10.9218855,24
751,475,¿Es fácil pagar online... el Impuesto Inmobiliario en 2026?,¿Es fácil pagar online... el [LOC] en 2026?,2.7063148,-2.6547208,-1
752,476,¿Cuál es la correlación entre... la recaudación de Inmobiliario en función de la actualización catastral para el período 2022-2025?,[LOC] es la correlación entre... la recaudación de [PER] en función de la actualización catastral para el período 2022-2025?,4.824531,5.0786805,24
753,477,¿Cómo se calcula el... el Impuesto de Sellos en 2024?,[LOC] se calcula el... el [LOC] en 2024?,5.360075,10.346773,21
754,478,¿Subió mucho el... mis impuestos en 2021?,¿[MISC] mucho el... mis impuestos en 2021?,0.061375484,-2.5944688,22
755,479,Entendiendo el... el Impuesto Inmobiliario en 2026?,Entendiendo el... el [LOC] en 2026?,6.809872,12.268623,21
756,480,Evaluando la reforma de... el sistema SUATS?,Evaluando la reforma de... el sistema [ORG]?,1.4301736,5.7674427,-1
757,481,Medir la eficiencia administrativa de... la recaudación de Sellos en función de la actualización catastral para el período 2022-2025?,Medir la eficiencia administrativa de... la recaudación de [LOC] en función de la actualización catastral para el período 2022-2025?,4.978636,2.1454713,24
758,482,¿Cómo ha evolucionado el federalismo fiscal fractal en... la recaudación de Automotor en función de el tipo de cambio real para el período 2022-2025?,[MISC] ha evolucionado el federalismo fiscal fractal en... la recaudación de [PER] en función de el tipo de cambio real para el período 2022-2025?,0.42951855,6.139952,24
759,483,¿Cuál es la brecha fiscal en... la recaudación de Sellos en función de la actualización catastral para el período 2022-2025?,[LOC] es la brecha fiscal en... la recaudación de [LOC] en función de la actualización catastral para el período 2022-2025?,-1.7456194,7.872476,24
760,484,Descomponer la varianza de la recaudación de... la recaudación de Sellos en función de la actualización catastral para el período 2022-2025?,Descomponer la varianza de la recaudación de... la recaudación de [LOC] en función de la actualización catastral para el período 2022-2025?,4.9013863,5.192383,24
761,485,¿Cómo se calcula el... la suba de impuestos en 2021?,[LOC] se calcula el... la suba de impuestos en 2021?,-0.12618859,-1.7806779,22
762,486,¿Cuál es el costo fiscal de... la Ley de Coparticipación Municipal?,[LOC] es el costo fiscal de... la [MISC],-0.34294087,6.2936125,-1
763,487,Estimar el impacto real de... la recaudación de Sellos en función de la política de alícuotas para el período 2022-2025?,[LOC] el impacto real de... la recaudación de [LOC] en función de la política de alícuotas para el período 2022-2025?,4.06458,7.421269,24
764,488,¿Cuál es la brecha fiscal en... la recaudación de Inmobiliario en función de la política de alícuotas para el período 2022-2025?,[LOC] es la brecha fiscal en... la recaudación de [PER] en función de la política de alícuotas para el período 2022-2025?,-1.7210584,7.845247,24
765,489,¿Hay descuentos para... la suba de impuestos en 2025?,[MISC] descuentos para... la suba de impuestos en 2025?,0.43783706,-2.107953,-1
766,490,¿Qué tan efectiva ha sido la política de... los topes al Impuesto Automotor?,¿Qué tan efectiva ha sido la política de... los topes al [MISC]?,1.317067,5.7186894,-1
767,491,Análisis de la gobernanza fiscal en... los topes al Impuesto Automotor?,[PER] de la gobernanza fiscal en... los topes al [MISC]?,-0.041083563,5.7065125,-1
768,492,¿Es fácil pagar online... el Impuesto Inmobiliario en 2024?,¿Es fácil pagar online... el [LOC] en 2024?,2.6259432,-2.6060479,-1
769,493,Propuesta de reforma para... el sistema SUATS?,Propuesta de reforma para... el sistema [ORG]?,1.3753674,5.7827744,-1
770,494,Medir la eficiencia administrativa de... la recaudación de Inmobiliario en función de la política de alícuotas para el período 2022-2025?,Medir la eficiencia administrativa de... la recaudación de [PER] en función de la política de alícuotas para el período 2022-2025?,5.042223,2.0828009,24
771,495,Evaluar la progresividad del... la recaudación de Inmobiliario en función de la implementación del SUATS para el período 2022-2025?,Evaluar la progresividad del... la recaudación de [PER] en función de la implementación del [ORG] para el período 2022-2025?,4.1718087,6.905632,24
772,496,Modelizar el impacto de... la recaudación de Sellos en función de el tipo de cambio real para el período 2022-2025?,[PER] el impacto de... la recaudación de [LOC] en función de el tipo de cambio real para el período 2022-2025?,0.29915738,10.910088,24
773,497,¿Por qué tengo que pagar tanto por... mis impuestos en 2025?,¿Por qué tengo que pagar tanto por... mis impuestos en 2025?,-0.16460153,-2.8535552,-1
774,498,Evaluar la progresividad del... la recaudación de Automotor en función de la implementación del SUATS para el período 2022-2025?,Evaluar la progresividad del... la recaudación de [PER] en función de la implementación del [ORG] para el período 2022-2025?,4.2126436,6.8791876,24
775,499,¿Cuál es la brecha fiscal en... la recaudación de Ingresos Brutos en función de el tipo de cambio real para el período 2022-2025?,[LOC] es la brecha fiscal en... la recaudación de [MISC] en función de el tipo de cambio real para el período 2022-2025?,-1.7792094,7.91444,24
776,500,¿Hay descuentos para... el Impuesto Inmobiliario en 2023?,[MISC] descuentos para... el [LOC] en 2023?,21.761852,9.870304,28
777,501,¿Dónde puedo pagar... mis impuestos en 2024?,¿Dónde puedo pagar... mis impuestos en 2024?,1.9736248,-2.1526904,-1
778,502,El debate sobre... la Ley de Coparticipación Municipal?,El debate sobre... la [MISC],1.8740044,5.8663397,-1
779,503,¿Para qué se usa el dinero de... la suba de impuestos en 2023?,[LOC]Para qué se usa el dinero de... la suba de impuestos en 2023?,-0.32779038,-1.8495321,22
780,504,¿Cuál es el impacto político de... la Ley de Coparticipación Municipal?,[LOC] es el impacto político de... la [MISC],1.5000886,5.627874,-1
781,505,¿Cómo se calcula el... el Impuesto Inmobiliario en 2024?,[LOC] se calcula el... el [LOC] en 2024?,5.382973,10.333235,21
782,506,¿Es sostenible el actual nivel de... la Ley de Coparticipación Municipal?,¿Es sostenible el actual nivel de... la [MISC],4.1741223,5.588751,-1
783,507,¿Qué beneficios tengo por pagar a tiempo... el Impuesto de Sellos en 2020?,¿Qué beneficios tengo por pagar a tiempo... el [LOC] en 2020?,2.1012084,-9.646872,-1
784,508,¿Cuál es el impacto político de... los topes al Impuesto Automotor?,[LOC] es el impacto político de... los topes al [MISC]?,1.5959595,5.683705,-1
785,509,Proyectar la recaudación de... la recaudación de Ingresos Brutos en función de el tipo de cambio real para el período 2022-2025?,Proyectar la recaudación de... la recaudación de [MISC] en función de el tipo de cambio real para el período 2022-2025?,0.17979187,11.02018,24
786,510,Estimar el impacto real de... la recaudación de Inmobiliario en función de la inflación para el período 2022-2025?,[LOC] el impacto real de... la recaudación de [PER] en función de la inflación para el período 2022-2025?,2.7742903,10.0805025,24
787,511,¿Cuál es el multiplicador fiscal de... la recaudación de Automotor en función de la actividad económica para el período 2022-2025?,[LOC] es el multiplicador fiscal de... la recaudación de [PER] en función de la actividad económica para el período 2022-2025?,-2.2096565,8.378433,24
788,512,¿Para qué se usa el dinero de... mis impuestos en 2020?,[LOC]Para qué se usa el dinero de... mis impuestos en 2020?,-0.3770304,-2.134535,22
789,513,¿Cómo se calcula el... los planes de pago en 2025?,[LOC] se calcula el... los planes de pago en 2025?,12.697327,9.607849,-1
790,514,Modelizar el impacto de... la recaudación de Automotor en función de la inflación para el período 2022-2025?,[PER] el impacto de... la recaudación de [PER] en función de la inflación para el período 2022-2025?,2.760418,10.110087,24
791,515,¿Cuál es el impacto político de... el sistema SUATS?,[LOC] es el impacto político de... el sistema [ORG]?,1.5076871,5.568606,-1
792,516,¿Qué pasa si no pago... el Impuesto de Sellos en 2022?,¿[LOC] pasa si no pago... el [LOC] en 2022?,13.640401,7.873455,29
793,517,¿Es fácil pagar online... el Impuesto Automotor en 2023?,¿Es fácil pagar online... el [MISC] en 2023?,2.6596556,-2.5974007,-1
794,518,¿Cuál es el costo fiscal de... la reforma del Impuesto Inmobiliario?,[LOC] es el costo fiscal de... la reforma del Impuesto Inmobiliario?,-2.8376627,4.2291727,-1
795,519,¿Para qué se usa el dinero de... mis impuestos en 2023?,[LOC]Para qué se usa el dinero de... mis impuestos en 2023?,-0.4034889,-2.1689386,22
796,520,Descomponer la varianza de la recaudación de... la recaudación de Ingresos Brutos en función de la política de alícuotas para el período 2022-2025?,Descomponer la varianza de la recaudación de... la recaudación de [MISC] en función de la política de alícuotas para el período 2022-2025?,4.114204,7.318963,24
797,521,Analizar la elasticidad de... la recaudación de Automotor en función de la inflación para el período 2022-2025?,[LOC] la elasticidad de... la recaudación de [PER] en función de la inflación para el período 2022-2025?,2.7198453,10.369967,24
798,522,Estimar el impacto real de... la recaudación de Inmobiliario en función de la política de alícuotas para el período 2022-2025?,[LOC] el impacto real de... la recaudación de [PER] en función de la política de alícuotas para el período 2022-2025?,3.880115,7.4998403,24
799,523,Analizar la elasticidad de... la recaudación de Sellos en función de la implementación del SUATS para el período 2022-2025?,[LOC] la elasticidad de... la recaudación de [LOC] en función de la implementación del [ORG] para el período 2022-2025?,4.2351274,6.8039927,24
800,524,¿Qué pasa si no pago... el Impuesto Inmobiliario en 2023?,¿[LOC] pasa si no pago... el [LOC] en 2023?,13.697517,7.906014,29
801,525,¿Es fácil pagar online... el Impuesto Inmobiliario en 2023?,¿Es fácil pagar online... el [LOC] en 2023?,2.6527917,-2.5963485,-1
802,526,Medir la eficiencia administrativa de... la recaudación de Inmobiliario en función de el tipo de cambio real para el período 2022-2025?,Medir la eficiencia administrativa de... la recaudación de [PER] en función de el tipo de cambio real para el período 2022-2025?,5.104175,2.1004167,24
803,527,¿Cómo me afecta... los planes de pago en 2021?,[MISC] me afecta... los planes de pago en 2021?,12.830212,9.437095,-1
804,528,Modelizar el impacto de... la recaudación de Automotor en función de la actualización catastral para el período 2022-2025?,[PER] el impacto de... la recaudación de [PER] en función de la actualización catastral para el período 2022-2025?,4.919163,5.2155128,24
805,529,¿Para qué se usa el dinero de... la suba de impuestos en 2025?,[LOC]Para qué se usa el dinero de... la suba de impuestos en 2025?,-0.28713349,-1.8824207,22
806,530,Evaluando la reforma de... la reforma del Impuesto Inmobiliario?,Evaluando la reforma de... la reforma del Impuesto Inmobiliario?,-2.8430572,4.2451525,-1
807,531,¿Hay descuentos para... mis impuestos en 2025?,[MISC] descuentos para... mis impuestos en 2025?,0.37763035,-2.3190799,22
808,532,¿Es fácil pagar online... mis impuestos en 2026?,¿Es fácil pagar online... mis impuestos en 2026?,2.3108275,-2.3745027,-1
809,533,¿Por qué tengo que pagar tanto por... los planes de pago en 2026?,¿Por qué tengo que pagar tanto por... los planes de pago en 2026?,17.595675,3.5665631,26
810,534,¿Cómo ha evolucionado el federalismo fiscal fractal en... la recaudación de Ingresos Brutos en función de la implementación del SUATS para el período 2022-2025?,[MISC] ha evolucionado el federalismo fiscal fractal en... la recaudación de [MISC] en función de la implementación del [ORG] para el período 2022-2025?,0.4698428,6.0020747,24
811,535,¿Cómo se compara Mendoza con otras provincias en... la dependencia de los fondos nacionales?,[MISC] se compara [LOC] con otras provincias en... la dependencia de los fondos nacionales?,8.263401,-4.9628963,-1
812,536,Analizar la elasticidad de... la recaudación de Automotor en función de el tipo de cambio real para el período 2022-2025?,[LOC] la elasticidad de... la recaudación de [PER] en función de el tipo de cambio real para el período 2022-2025?,0.23822547,10.968969,24
813,537,Estimar el impacto real de... la recaudación de Sellos en función de la actualización catastral para el período 2022-2025?,[LOC] el impacto real de... la recaudación de [LOC] en función de la actualización catastral para el período 2022-2025?,4.838273,5.135794,24
814,538,¿Por qué tengo que pagar tanto por... el Impuesto de Sellos en 2024?,¿Por qué tengo que pagar tanto por... el [LOC] en 2024?,17.555984,3.6000538,26
815,539,¿Qué pasa si no pago... el Impuesto de Sellos en 2020?,¿[LOC] pasa si no pago... el [LOC] en 2020?,13.611892,7.822253,29
816,540,¿Dónde puedo pagar... el Impuesto de Sellos en 2024?,¿Dónde puedo pagar... el [LOC] en 2024?,5.79377,13.353875,27
817,541,Modelizar el impacto de... la recaudación de Sellos en función de la política de alícuotas para el período 2022-2025?,[PER] el impacto de... la recaudación de [LOC] en función de la política de alícuotas para el período 2022-2025?,4.1232376,7.4392295,24
818,542,Análisis de la gobernanza fiscal en... la estrategia de comunicación fiscal?,[PER] de la gobernanza fiscal en... la estrategia de comunicación fiscal?,-1.0368687,4.9974036,-1
819,543,¿Cómo podemos justificar... la dependencia de los fondos nacionales?,[MISC] podemos justificar... la dependencia de los fondos nacionales?,-0.47403324,5.628467,-1
820,544,Estimar el impacto real de... la recaudación de Sellos en función de la actividad económica para el período 2022-2025?,[LOC] el impacto real de... la recaudación de [LOC] en función de la actividad económica para el período 2022-2025?,3.070302,8.186373,24
821,545,¿Qué pasa si no pago... el Impuesto Inmobiliario en 2024?,¿[LOC] pasa si no pago... el [LOC] en 2024?,13.679238,7.892665,29
822,546,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.831217,-12.66275,9
823,547,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.278215,13.779571,17
824,548,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.1654,18.286423,15
825,549,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.153921,18.297884,15
826,550,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.672054,27.969156,0
827,551,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.672543,27.991983,0
828,552,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.854435,-12.657301,9
829,553,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.804838,-12.651238,9
830,554,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.648234,27.967684,0
831,555,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.706776,28.0504,0
832,556,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.697466,-12.754966,9
833,557,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.095038,-3.993284,13
834,558,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.77262,-12.669901,9
835,559,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.811989,10.648477,14
836,560,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.685856,-12.822203,9
837,561,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.183752,18.268072,15
838,562,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.57650834,22.366627,16
839,563,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.693318,27.987602,0
840,564,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.748758,-12.656869,9
841,565,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.82696,-12.62393,9
842,566,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.106601,-3.9816892,13
843,567,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.6328567,22.42303,16
844,568,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.870455,-12.581006,9
845,569,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.171984,18.279844,15
846,570,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.263802,13.764731,17
847,571,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.575011,27.979942,0
848,572,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.958463,28.331377,1
849,573,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.171347,18.278873,15
850,574,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.760833,28.563269,1
851,575,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.868393,-12.615074,9
852,576,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.271563,13.772868,17
853,577,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.62350047,22.413595,16
854,578,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.123272,-3.9650335,13
855,579,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.846485,-12.689385,9
856,580,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.848552,28.427883,1
857,581,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.803234,-12.624081,9
858,582,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.942262,28.384762,1
859,583,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.85405,28.426947,1
860,584,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.21431,-18.775068,18
861,585,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.759703,-12.687636,9
862,586,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.25594,13.757257,17
863,587,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.840918,-12.596819,9
864,588,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.799036,-12.611647,9
865,589,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.30225,13.80334,17
